ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR3219","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.800790957714844",
"USTR3219","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","15.414301834023696",
"USTR3230","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.1580292656199713",
"USTR3230","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.80384938634787",
"USTR3248","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4743725843661852",
"USTR3248","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.378443684439463",
"USTR3255","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.2988936407544998",
"USTR3255","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","8.351978213277294",
"USTR3281","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6871698852500685",
"USTR3281","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","11.74957847044162",
"USTR3327","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.9707960707316228",
"USTR3327","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.883936307120884",
"USTR3329","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6032591015049495",
"USTR3329","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","11.567301101672976",
"USTR3369","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.761490005512919",
"USTR3369","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","10.602976128301297",
"USTR3434","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6212224580627161",
"USTR3434","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","11.880103547212084",
"USTR346","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4308130615020058",
"USTR346","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.285208314562961",
"USTR3618","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6389645694104045",
"USTR3618","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","9.978377850710002",
"USTR3699","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4750240419038276",
"USTR3699","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","10.368171130130529",
"USTR3716","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.785942839809437",
"USTR3716","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","15.360609610359392",
"USTR3717","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6958023172203969",
"USTR3717","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","11.72966894221557",
"USTR3742","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.3833351463440506",
"USTR3742","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.915148318151912",
"USTR3773","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.22487060421151",
"USTR3773","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.812885506183196",
"USTR3774","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.2576132359845005",
"USTR3774","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.692547269267134",
"USTR3841","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.751551362148417",
"USTR3841","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","12.642170612590473",
"USTR3845","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6521673007474513",
"USTR3845","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","12.858995163226638",
"USTR3865","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.8394515822078121",
"USTR3865","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","13.575079448042388",
"USTR3871","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.338604269025235",
"USTR3871","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.818306315474605",
"USTR3906","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.8700497118810568",
