ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR153960","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-3.23,-8.85,-8.85,-3.17,-2.60,3.78,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5.18,"2018-09-30",,,,,,,
"USTR153969","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.02,-0.68,-0.68,3.06,13.08,4.66,4.49,0.00,0.00,0.00,,,,,,,,,,,,,3.92,"2018-01-31",,,,,,,
"USTR153969","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.15,-4.84,-4.84,-0.66,10.86,4.58,4.92,0.00,0.00,0.00,,,,,,,,,,,,,4.35,"2018-01-31",,,,,,,
"USTR1549","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.73,-7.46,-7.46,-3.59,-0.92,3.15,3.63,3.46,2.90,3.84,,,,,,,,,,,,,5.78,"2008-10-31",,,,,,,
"USTR1549","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.67,-7.36,-7.36,-3.50,-1.18,3.09,3.53,3.36,2.76,3.54,,,,,,,,,,,,,4.42,"2008-10-31",,,,,,,
"USTR155107","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-3.28,-5.78,-5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2021-03-31",,,,,,,
"USTR155107","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.78,-5.93,-5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2021-03-31",,,,,,,
"USTR156068","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-3.23,-8.66,-8.66,-3.45,-2.14,3.82,4.21,0.00,0.00,0.00,,,,,,,,,,,,,3.10,"2017-12-31",,,,,,,
"USTR156068","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-3.09,-8.59,-8.59,-3.42,-2.19,3.67,4.00,0.00,0.00,0.00,,,,,,,,,,,,,2.93,"2017-12-31",,,,,,,
"USTR157992","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-1.00,-1.68,-1.68,-0.46,3.26,2.55,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2.79,"2019-02-28",,,,,,,
